year,target_country,super_power,allequal_model,security_model,economic_model,diplomatic_model,informational_model,sec_hierarchy,econ_hierarchy,diplo_hierarchy,info_hierarchy,arms_sales,defense_pacts,military_bases,export_dep,import_dep,fdi_dep,pfi_scores,dsp_scores,unga_voting,HOS_meetings
2010,Indonesia,United States,0.3,0.25,0.23,0.33,0.38,0.17,0.09,0.39,0.55,0.5,0,0,0.1,0.07,0.11,0.46,0.63,0.28,0.5
2011,Indonesia,United States,0.32,0.27,0.24,0.34,0.42,0.17,0.07,0.39,0.63,0.5,0,0,0.09,0.06,0.08,NA,0.63,0.28,0.5
2012,Indonesia,United States,0.23,0.21,0.18,0.2,0.33,0.17,0.07,0.14,0.54,0.5,0,0,0.09,0.06,0.07,0.45,0.63,0.28,0
2013,Indonesia,United States,0.19,0.16,0.15,0.15,0.3,0.11,0.07,0.07,0.52,0.33,0,0,0.09,0.05,0.06,0.4,0.63,0.14,0
2014,Indonesia,United States,0.22,0.2,0.17,0.17,0.34,0.17,0.08,0.07,0.57,0.5,0,0,0.09,0.04,0.1,0.52,0.63,0.14,0
2015,Indonesia,United States,0.18,0.12,0.15,0.15,0.31,0,0.09,0.08,0.57,0,0,0,0.12,0.04,0.1,0.5,0.64,0.16,0
2016,Indonesia,United States,0.24,0.22,0.19,0.21,0.35,0.17,0.09,0.15,0.57,0.5,0,0,0.12,0.05,0.1,0.5,0.63,0.3,0
2017,Indonesia,United States,0.24,0.22,0.19,0.2,0.36,0.17,0.09,0.11,0.59,0.5,0,0,0.11,0.05,0.11,0.55,0.63,0.22,0
2018,Indonesia,United States,NA,NA,NA,NA,NA,0,NA,0.06,0.6,0,0,0,NA,NA,NA,0.56,0.63,0.13,0
1991,Japan,China,NA,NA,NA,NA,NA,0,NA,0.49,NA,0,0,0,NA,NA,NA,NA,NA,0.49,NA
1992,Japan,China,NA,NA,NA,NA,NA,0,NA,0.51,NA,0,0,0,NA,NA,NA,NA,NA,0.51,NA
1993,Japan,China,NA,NA,NA,NA,NA,0,NA,0.45,NA,0,0,0,NA,NA,NA,NA,NA,0.45,NA
1994,Japan,China,NA,NA,NA,NA,NA,0,NA,0.5,NA,0,0,0,NA,NA,NA,NA,NA,0.5,NA
1995,Japan,China,NA,NA,NA,NA,NA,0,0.08,0.57,NA,0,0,0,0.05,0.11,NA,NA,NA,0.57,NA
1996,Japan,China,NA,NA,NA,NA,NA,0,0.09,0.53,NA,0,0,0,0.06,0.12,NA,NA,NA,0.53,NA
1997,Japan,China,NA,NA,NA,NA,NA,0,0.09,0.54,NA,0,0,0,0.05,0.13,NA,NA,NA,0.54,NA
1998,Japan,China,NA,NA,NA,NA,NA,0,0.1,0.61,NA,0,0,0,0.05,0.14,NA,NA,NA,0.61,NA
1999,Japan,China,NA,NA,NA,NA,NA,0,0.1,0.53,NA,0,0,0,0.06,0.14,NA,NA,NA,0.53,NA
2000,Japan,China,0.38,0.25,0.29,0.46,0.52,0,0.11,0.61,0.81,0,0,0,0.07,0.14,NA,NA,0.81,0.61,NA
2001,Japan,China,0.39,0.26,0.3,0.46,0.53,0,0.13,0.61,0.81,0,0,0,0.08,0.17,NA,NA,0.81,0.61,NA
2002,Japan,China,0.32,0.21,0.26,0.39,0.41,0,0.14,0.54,0.59,0,0,0,0.1,0.19,NA,0.37,0.81,0.54,NA
2003,Japan,China,0.26,0.17,0.23,0.27,0.37,0,0.16,0.29,0.58,0,0,0,0.13,0.2,NA,0.35,0.81,0.57,0
2004,Japan,China,0.32,0.21,0.27,0.39,0.4,0,0.17,0.53,0.57,0,0,0,0.14,0.21,NA,0.33,0.81,0.55,0.5
2005,Japan,China,0.32,0.21,0.27,0.39,0.4,0,0.17,0.54,0.57,0,0,0,0.13,0.21,NA,0.32,0.81,0.58,0.5
2006,Japan,China,0.39,0.26,0.32,0.53,0.46,0,0.17,0.8,0.59,0,0,0,0.14,0.2,NA,0.37,0.81,0.6,1
2007,Japan,China,0.38,0.26,0.31,0.52,0.44,0,0.17,0.8,0.56,0,0,0,0.15,0.2,NA,0.3,0.81,0.61,1
2008,Japan,China,0.37,0.25,0.3,0.51,0.42,0,0.17,0.8,0.52,0,0,0,0.15,0.19,NA,0.23,0.81,0.59,1
2009,Japan,China,0.35,0.24,0.28,0.5,0.4,0,0.13,0.8,0.49,0,0,0,0.18,0.22,0,0.16,0.81,0.6,1
2010,Japan,China,0.36,0.24,0.29,0.52,0.39,0,0.14,0.84,0.46,0,0,0,0.2,0.22,0,0.11,0.81,0.69,1
2011,Japan,China,0.43,0.29,0.33,0.55,0.56,0,0.14,0.78,0.81,0,0,0,0.19,0.22,0,NA,0.81,0.57,1
2012,Japan,China,0.35,0.23,0.28,0.5,0.39,0,0.13,0.79,0.48,0,0,0,0.18,0.22,0,0.15,0.81,0.58,1
2013,Japan,China,0.24,0.16,0.21,0.25,0.35,0,0.13,0.27,0.57,0,0,0,0.18,0.21,0,0.33,0.81,0.53,0
2014,Japan,China,0.24,0.16,0.21,0.25,0.36,0,0.13,0.26,0.59,0,0,0,0.18,0.22,0,0.35,0.82,0.51,0
2015,Japan,China,0.32,0.21,0.26,0.39,0.41,0,0.14,0.53,0.59,0,0,0,0.17,0.26,0,0.36,0.82,0.56,0.5
2016,Japan,China,0.32,0.21,0.26,0.39,0.42,0,0.14,0.51,0.62,0,0,0,0.17,0.26,0,0.42,0.83,0.53,0.5
2017,Japan,China,0.32,0.21,0.26,0.39,0.42,0,0.15,0.51,0.62,0,0,0,0.2,0.25,0.01,0.42,0.83,0.53,0.5
2018,Japan,China,NA,NA,NA,NA,NA,0,NA,0.77,0.61,0,0,0,NA,NA,NA,0.39,0.83,0.55,1
1991,Japan,India,NA,NA,NA,NA,NA,0,NA,0.49,NA,0,0,0,NA,NA,NA,NA,NA,0.49,NA
1992,Japan,India,NA,NA,NA,NA,NA,0,NA,0.48,NA,0,0,0,NA,NA,NA,NA,NA,0.48,NA
1993,Japan,India,NA,NA,NA,NA,NA,0,NA,0.46,NA,0,0,0,NA,NA,NA,NA,NA,0.46,NA
1994,Japan,India,NA,NA,NA,NA,NA,0,NA,0.44,NA,0,0,0,NA,NA,NA,NA,NA,0.44,NA
1995,Japan,India,NA,NA,NA,NA,NA,0,0.01,0.54,NA,0,0,0,0.01,0.01,NA,NA,NA,0.54,NA
1996,Japan,India,NA,NA,NA,NA,NA,0,0.01,0.49,NA,0,0,0,0.01,0.01,NA,NA,NA,0.49,NA
1997,Japan,India,NA,NA,NA,NA,NA,0,0.01,0.49,NA,0,0,0,0,0.01,NA,NA,NA,0.49,NA
1998,Japan,India,NA,NA,NA,NA,NA,0,0.01,0.46,NA,0,0,0,0.01,0.01,NA,NA,NA,0.46,NA
1999,Japan,India,NA,NA,NA,NA,NA,0,0.01,0.42,NA,0,0,0,0.01,0.01,NA,NA,NA,0.42,NA
2000,Japan,India,0.33,0.22,0.22,0.39,0.49,0,0.01,0.51,0.81,0,0,0,0,0.01,NA,NA,0.81,0.51,NA
2001,Japan,India,0.33,0.22,0.22,0.39,0.49,0,0.01,0.51,0.81,0,0,0,0,0.01,NA,NA,0.81,0.51,NA
2002,Japan,India,0.32,0.21,0.21,0.38,0.46,0,0,0.51,0.76,0,0,0,0,0.01,NA,0.7,0.81,0.51,NA
2003,Japan,India,0.29,0.19,0.2,0.36,0.42,0,0,0.49,0.67,0,0,0,0,0.01,NA,0.53,0.81,0.47,0.5
2004,Japan,India,0.35,0.24,0.24,0.48,0.46,0,0,0.72,0.69,0,0,0,0,0.01,NA,0.56,0.81,0.45,1
2005,Japan,India,0.24,0.16,0.16,0.24,0.4,0,0.01,0.25,0.71,0,0,0,0.01,0.01,NA,0.61,0.81,0.5,0
2006,Japan,India,0.38,0.25,0.26,0.51,0.51,0,0.01,0.76,0.76,0,0,0,0.01,0.01,NA,0.7,0.81,0.52,1
2007,Japan,India,0.36,0.24,0.24,0.49,0.46,0,0.01,0.75,0.68,0,0,0,0.01,0.01,NA,0.54,0.81,0.49,1
2008,Japan,India,0.36,0.24,0.24,0.49,0.46,0,0.01,0.77,0.66,0,0,0,0.01,0.01,NA,0.5,0.81,0.54,1
2009,Japan,India,0.35,0.23,0.24,0.48,0.45,0,0.01,0.74,0.66,0,0,0,0.01,0.01,0,0.51,0.81,0.48,1
2010,Japan,India,0.35,0.23,0.23,0.49,0.43,0,0.01,0.78,0.6,0,0,0,0.01,0.01,0,0.38,0.81,0.56,1
2011,Japan,India,0.38,0.26,0.26,0.5,0.53,0,0.01,0.72,0.81,0,0,0,0.01,0.01,0,NA,0.81,0.44,1
2012,Japan,India,0.35,0.23,0.23,0.49,0.43,0,0.01,0.78,0.6,0,0,0,0.01,0.01,0,0.39,0.81,0.56,1
2013,Japan,India,0.35,0.23,0.24,0.48,0.45,0,0.01,0.73,0.66,0,0,0,0.01,0.01,0,0.51,0.81,0.47,1
2014,Japan,India,0.36,0.24,0.24,0.49,0.47,0,0.01,0.75,0.69,0,0,0,0.01,0.01,0,0.55,0.82,0.49,1
2015,Japan,India,0.37,0.25,0.25,0.5,0.48,0,0.01,0.77,0.7,0,0,0,0.01,0.01,0,0.58,0.82,0.53,1
2016,Japan,India,0.36,0.24,0.25,0.48,0.49,0,0.01,0.71,0.74,0,0,0,0.01,0.01,0,0.66,0.83,0.42,1
2017,Japan,India,0.38,0.25,0.25,0.51,0.5,0,0.01,0.77,0.73,0,0,0,0.01,0.01,0,0.64,0.83,0.55,1
2018,Japan,India,NA,NA,NA,NA,NA,0,NA,0.54,0.71,0,0,0,NA,NA,NA,0.6,0.83,0.58,0.5
1991,Japan,Russia,NA,NA,NA,NA,NA,0,NA,0.52,NA,0,0,0,NA,NA,NA,NA,NA,0.52,NA
1992,Japan,Russia,NA,NA,NA,NA,NA,0,NA,0.67,NA,0,0,0,NA,NA,NA,NA,NA,0.67,NA
1993,Japan,Russia,NA,NA,NA,NA,NA,0,NA,0.77,NA,0,0,0,NA,NA,NA,NA,NA,0.77,NA
1994,Japan,Russia,NA,NA,NA,NA,NA,0,NA,0.69,NA,0,0,0,NA,NA,NA,NA,NA,0.69,NA
1995,Japan,Russia,NA,NA,NA,NA,NA,0,0.01,0.68,NA,0,0,0,0,0.01,NA,NA,NA,0.68,NA
1996,Japan,Russia,NA,NA,NA,NA,NA,0,0.01,0.64,NA,0,0,0,0,0.01,NA,NA,NA,0.64,NA
1997,Japan,Russia,NA,NA,NA,NA,NA,0,0.01,0.66,NA,0,0,0,0,0.01,NA,NA,NA,0.66,NA
1998,Japan,Russia,NA,NA,NA,NA,NA,0,0.01,0.68,NA,0,0,0,0,0.01,NA,NA,NA,0.68,NA
1999,Japan,Russia,NA,NA,NA,NA,NA,0,0.01,0.62,NA,0,0,0,0,0.01,NA,NA,NA,0.62,NA
2000,Japan,Russia,0.38,0.25,0.25,0.48,0.52,0,0.01,0.7,0.81,0,0,0,0,0.01,NA,NA,0.81,0.7,NA
2001,Japan,Russia,0.37,0.25,0.25,0.48,0.52,0,0,0.68,0.81,0,0,0,0,0.01,NA,NA,0.81,0.68,NA
2002,Japan,Russia,0.32,0.21,0.22,0.43,0.43,0,0.01,0.64,0.64,0,0,0,0,0.01,NA,0.47,0.81,0.64,NA
2003,Japan,Russia,0.37,0.24,0.25,0.52,0.45,0,0.01,0.84,0.62,0,0,0,0,0.01,NA,0.42,0.81,0.68,1
2004,Japan,Russia,0.3,0.2,0.2,0.39,0.41,0,0.01,0.56,0.63,0,0,0,0.01,0.01,NA,0.45,0.81,0.62,0.5
2005,Japan,Russia,0.36,0.24,0.24,0.51,0.45,0,0.01,0.82,0.63,0,0,0,0.01,0.01,NA,0.44,0.81,0.63,1
2006,Japan,Russia,0.36,0.24,0.24,0.51,0.45,0,0.01,0.8,0.64,0,0,0,0.01,0.01,NA,0.46,0.81,0.6,1
2007,Japan,Russia,0.35,0.24,0.24,0.5,0.44,0,0.02,0.79,0.61,0,0,0,0.02,0.01,NA,0.4,0.81,0.59,1
2008,Japan,Russia,0.35,0.23,0.24,0.49,0.43,0,0.02,0.77,0.59,0,0,0,0.02,0.02,NA,0.37,0.81,0.55,1
2009,Japan,Russia,0.34,0.22,0.23,0.5,0.4,0,0.01,0.82,0.53,0,0,0,0.01,0.02,0,0.24,0.81,0.63,1
2010,Japan,Russia,0.29,0.19,0.19,0.38,0.37,0,0.01,0.58,0.55,0,0,0,0.01,0.02,0,0.28,0.81,0.67,0.5
2011,Japan,Russia,0.35,0.23,0.24,0.42,0.5,0,0.01,0.57,0.81,0,0,0,0.02,0.02,0,NA,0.81,0.65,0.5
2012,Japan,Russia,0.35,0.23,0.24,0.5,0.42,0,0.01,0.81,0.57,0,0,0,0.02,0.02,0,0.33,0.81,0.61,1
2013,Japan,Russia,0.36,0.24,0.24,0.5,0.45,0,0.01,0.78,0.64,0,0,0,0.02,0.03,0,0.47,0.81,0.56,1
2014,Japan,Russia,0.36,0.24,0.24,0.49,0.46,0,0.01,0.75,0.66,0,0,0,0.01,0.03,0,0.5,0.82,0.5,1
2015,Japan,Russia,0.35,0.24,0.24,0.48,0.45,0,0.01,0.75,0.66,0,0,0,0.01,0.03,0,0.49,0.82,0.49,1
2016,Japan,Russia,0.36,0.24,0.24,0.47,0.47,0,0.01,0.71,0.7,0,0,0,0.01,0.02,0,0.58,0.83,0.42,1
2017,Japan,Russia,0.36,0.24,0.25,0.49,0.48,0,0.01,0.74,0.7,0,0,0,0.01,0.02,0,0.58,0.83,0.48,1
2018,Japan,Russia,NA,NA,NA,NA,NA,0,NA,0.77,0.69,0,0,0,NA,NA,NA,0.55,0.83,0.54,1
1991,Japan,United States,NA,NA,NA,NA,NA,1,NA,0.35,NA,1,1,1,NA,NA,NA,NA,NA,0.35,NA
1992,Japan,United States,NA,NA,NA,NA,NA,1,NA,0.26,NA,1,1,1,NA,NA,NA,NA,NA,0.26,NA
1993,Japan,United States,NA,NA,NA,NA,NA,1,NA,0.36,NA,1,1,1,NA,NA,NA,NA,NA,0.36,NA
1994,Japan,United States,NA,NA,NA,NA,NA,1,NA,0.4,NA,1,1,1,NA,NA,NA,NA,NA,0.4,NA
1995,Japan,United States,NA,NA,NA,NA,NA,1,0.24,0.38,NA,1,1,1,0.26,0.21,NA,NA,NA,0.38,NA
1996,Japan,United States,NA,NA,NA,NA,NA,1,0.24,0.45,NA,1,1,1,0.26,0.21,NA,NA,NA,0.45,NA
1997,Japan,United States,NA,NA,NA,NA,NA,1,0.24,0.42,NA,1,1,1,0.27,0.21,NA,NA,NA,0.42,NA
1998,Japan,United States,NA,NA,NA,NA,NA,1,0.26,0.37,NA,1,1,1,0.29,0.23,NA,NA,NA,0.37,NA
1999,Japan,United States,NA,NA,NA,NA,NA,1,0.25,0.41,NA,1,1,1,0.29,0.2,NA,NA,NA,0.41,NA
2000,Japan,United States,0.61,0.74,0.49,0.54,0.68,1,0.24,0.39,0.81,1,1,1,0.29,0.19,NA,NA,0.81,0.39,NA
2001,Japan,United States,0.6,0.73,0.48,0.52,0.67,1,0.24,0.36,0.81,1,1,1,0.29,0.18,NA,NA,0.81,0.36,NA
2002,Japan,United States,0.6,0.73,0.47,0.5,0.69,1,0.22,0.3,0.88,1,1,1,0.28,0.17,NA,0.95,0.81,0.3,NA
2003,Japan,United States,0.61,0.74,0.47,0.54,0.7,1,0.19,0.4,0.87,1,1,1,0.23,0.15,NA,0.93,0.81,0.29,0.5
2004,Japan,United States,0.54,0.7,0.42,0.41,0.65,1,0.17,0.15,0.85,1,1,1,0.21,0.14,NA,0.89,0.81,0.3,0
2005,Japan,United States,0.62,0.75,0.47,0.55,0.71,1,0.17,0.43,0.89,1,1,1,0.21,0.12,NA,0.96,0.81,0.35,0.5
2006,Japan,United States,0.56,0.71,0.43,0.43,0.67,1,0.16,0.17,0.9,1,1,1,0.21,0.12,NA,0.99,0.81,0.33,0
2007,Japan,United States,0.54,0.7,0.41,0.41,0.65,1,0.15,0.15,0.88,1,1,1,0.2,0.11,NA,0.94,0.81,0.29,0
2008,Japan,United States,0.61,0.74,0.45,0.54,0.7,1,0.13,0.4,0.89,1,1,1,0.17,0.1,NA,0.96,0.81,0.31,0.5
2009,Japan,United States,0.64,0.76,0.5,0.58,0.73,1,0.22,0.46,0.9,1,1,1,0.16,0.11,0.4,0.98,0.81,0.41,0.5
2010,Japan,United States,0.64,0.76,0.5,0.59,0.72,1,0.22,0.48,0.88,1,1,1,0.15,0.1,0.4,0.95,0.81,0.45,0.5
2011,Japan,United States,0.58,0.72,0.46,0.48,0.65,1,0.21,0.28,0.81,1,1,1,0.15,0.09,0.41,NA,0.81,0.57,0
2012,Japan,United States,0.57,0.71,0.45,0.45,0.66,1,0.22,0.22,0.83,1,1,1,0.18,0.09,0.41,0.86,0.81,0.43,0
2013,Japan,United States,0.56,0.71,0.45,0.44,0.66,1,0.23,0.18,0.85,1,1,1,0.18,0.09,0.41,0.88,0.81,0.36,0
2014,Japan,United States,0.64,0.76,0.5,0.58,0.72,1,0.23,0.45,0.88,1,1,1,0.18,0.09,0.41,0.93,0.82,0.41,0.5
2015,Japan,United States,0.57,0.71,0.46,0.44,0.67,1,0.23,0.18,0.88,1,1,1,0.19,0.11,0.4,0.93,0.82,0.36,0
2016,Japan,United States,0.63,0.64,0.5,0.69,0.7,0.67,0.23,0.79,0.83,0,1,1,0.19,0.11,0.39,0.83,0.83,0.59,1
2017,Japan,United States,0.62,0.75,0.49,0.56,0.69,1,0.22,0.43,0.83,1,1,1,0.18,0.11,0.37,0.84,0.83,0.36,0.5
2018,Japan,United States,NA,NA,NA,NA,NA,0.67,NA,0.16,0.85,0,1,1,NA,NA,NA,0.88,0.83,0.32,0
1991,Laos,China,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1992,Laos,China,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1993,Laos,China,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1994,Laos,China,NA,NA,NA,NA,NA,0,NA,0.95,NA,0,0,0,NA,NA,NA,NA,NA,0.95,NA
1995,Laos,China,NA,NA,NA,NA,NA,0,0.06,0.94,NA,0,0,0,0.03,0.08,NA,NA,NA,0.94,NA
1996,Laos,China,NA,NA,NA,NA,NA,0,0.03,0.89,NA,0,0,0,0.03,0.04,NA,NA,NA,0.89,NA
1997,Laos,China,NA,NA,NA,NA,NA,0,0.03,0.93,NA,0,0,0,0.02,0.04,NA,NA,NA,0.93,NA
1998,Laos,China,NA,NA,NA,NA,NA,0,0.04,0.94,NA,0,0,0,0.04,0.04,NA,NA,NA,0.94,NA
1999,Laos,China,NA,NA,NA,NA,NA,0,0.04,0.9,NA,0,0,0,0.04,0.04,NA,NA,NA,0.9,NA
2000,Laos,China,NA,NA,NA,NA,NA,0,0.03,0.94,NA,0,0,0,0.01,0.06,NA,NA,NA,0.94,NA
2001,Laos,China,NA,NA,NA,NA,NA,0,0.05,0.92,NA,0,0,0,0.01,0.08,NA,NA,NA,0.92,NA
2002,Laos,China,0.48,0.32,0.33,0.61,0.64,0,0.05,0.88,0.97,0,0,0,0.02,0.08,NA,0.97,NA,0.88,NA
2003,Laos,China,0.44,0.3,0.32,0.53,0.63,0,0.08,0.71,0.99,0,0,0,0.02,0.14,NA,0.99,NA,0.92,0.5
2004,Laos,China,0.37,0.24,0.26,0.4,0.56,0,0.05,0.47,0.95,0,0,0,0.01,0.09,NA,0.95,NA,0.93,0
2005,Laos,China,0.37,0.25,0.27,0.4,0.58,0,0.06,0.45,0.98,0,0,0,0.03,0.09,NA,0.98,NA,0.9,0
2006,Laos,China,0.59,0.5,0.42,0.72,0.71,0.33,0.08,0.98,0.96,1,0,0,0.04,0.12,NA,0.96,NA,0.96,1
2007,Laos,China,0.38,0.25,0.28,0.4,0.58,0,0.08,0.45,0.99,0,0,0,0.08,0.09,NA,0.99,NA,0.9,0
2008,Laos,China,0.44,0.29,0.33,0.52,0.62,0,0.11,0.68,0.98,0,0,0,0.1,0.11,NA,0.98,NA,0.86,0.5
2009,Laos,China,0.4,0.27,0.31,0.42,0.6,0,0.14,0.47,0.99,0,0,0,0.28,0.15,0,0.99,NA,0.93,0
2010,Laos,China,0.4,0.26,0.32,0.41,0.59,0,0.17,0.44,0.98,0,0,0,0.36,0.15,0,0.98,NA,0.88,0
2011,Laos,China,NA,NA,NA,NA,NA,0,0.15,0.45,NA,0,0,0,0.33,0.11,0,NA,NA,0.9,0
2012,Laos,China,0.47,0.42,0.37,0.46,0.63,0.33,0.17,0.43,0.95,1,0,0,0.34,0.17,0,0.95,NA,0.86,0
2013,Laos,China,0.46,0.3,0.37,0.52,0.63,0,0.19,0.66,0.97,0,0,0,0.32,0.26,0,0.97,NA,0.82,0.5
2014,Laos,China,0.36,0.24,0.32,0.39,0.5,0,0.24,0.44,0.77,0,0,0,0.45,0.26,0,0.98,0.55,0.88,0
2015,Laos,China,0.48,0.43,0.37,0.53,0.57,0.33,0.17,0.64,0.76,1,0,0,0.32,0.18,0,0.97,0.55,0.79,0.5
2016,Laos,China,0.4,0.38,0.32,0.39,0.52,0.33,0.15,0.36,0.77,1,0,0,0.29,0.17,0,0.98,0.55,0.72,0
2017,Laos,China,0.56,0.43,0.51,0.66,0.63,0.17,0.42,0.88,0.76,0.5,0,0,0.58,0.69,0,0.97,0.55,0.75,1
2018,Laos,China,NA,NA,NA,NA,NA,0,NA,0.66,0.76,0,0,0,NA,NA,NA,0.97,0.55,0.82,0.5
1991,Laos,India,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1992,Laos,India,NA,NA,NA,NA,NA,0,NA,0.86,NA,0,0,0,NA,NA,NA,NA,NA,0.86,NA
1993,Laos,India,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1994,Laos,India,NA,NA,NA,NA,NA,0,NA,0.86,NA,0,0,0,NA,NA,NA,NA,NA,0.86,NA
1995,Laos,India,NA,NA,NA,NA,NA,0,0,0.83,NA,0,0,0,NA,0,NA,NA,NA,0.83,NA
1996,Laos,India,NA,NA,NA,NA,NA,0,0,0.83,NA,0,0,0,NA,0,NA,NA,NA,0.83,NA
1997,Laos,India,NA,NA,NA,NA,NA,0,0,0.8,NA,0,0,0,0,0,NA,NA,NA,0.8,NA
1998,Laos,India,NA,NA,NA,NA,NA,0,0,0.8,NA,0,0,0,NA,0,NA,NA,NA,0.8,NA
1999,Laos,India,NA,NA,NA,NA,NA,0,0,0.78,NA,0,0,0,NA,0,NA,NA,NA,0.78,NA
2000,Laos,India,NA,NA,NA,NA,NA,0,0.01,0.82,NA,0,0,0,NA,0.01,NA,NA,NA,0.82,NA
2001,Laos,India,NA,NA,NA,NA,NA,0,0.01,0.86,NA,0,0,0,NA,0.01,NA,NA,NA,0.86,NA
2002,Laos,India,0.38,0.25,0.25,0.53,0.49,0,0,0.82,0.7,0,0,0,0,0,NA,0.7,NA,0.82,NA
2003,Laos,India,0.3,0.2,0.2,0.34,0.47,0,0,0.41,0.8,0,0,0,0,0,NA,0.8,NA,0.81,0
2004,Laos,India,0.37,0.25,0.25,0.47,0.52,0,0,0.66,0.82,0,0,0,0,0,NA,0.82,NA,0.82,0.5
2005,Laos,India,0.28,0.19,0.19,0.32,0.43,0,0,0.4,0.73,0,0,0,0,0.01,NA,0.73,NA,0.79,0
2006,Laos,India,0.29,0.19,0.19,0.33,0.43,0,0,0.43,0.72,0,0,0,0,0,NA,0.72,NA,0.85,0
2007,Laos,India,0.3,0.2,0.2,0.33,0.45,0,0,0.41,0.77,0,0,0,0,0,NA,0.77,NA,0.82,0
2008,Laos,India,0.28,0.19,0.19,0.32,0.44,0,0,0.39,0.74,0,0,0,0,0,NA,0.74,NA,0.78,0
2009,Laos,India,0.26,0.18,0.18,0.31,0.39,0,0.01,0.41,0.64,0,0,0,0,0.01,NA,0.64,NA,0.82,0
2010,Laos,India,0.28,0.19,0.19,0.31,0.43,0,0.01,0.37,0.74,0,0,0,0.01,0,0.02,0.74,NA,0.75,0
2011,Laos,India,NA,NA,NA,NA,NA,0,0.01,0.34,NA,0,0,0,0.03,0,0.01,NA,NA,0.69,0
2012,Laos,India,0.3,0.2,0.21,0.32,0.47,0,0.03,0.36,0.81,0,0,0,0.06,0.01,0.01,0.81,NA,0.73,0
2013,Laos,India,0.32,0.21,0.22,0.34,0.49,0,0.02,0.4,0.84,0,0,0,0.04,0.01,0.01,0.84,NA,0.81,0
2014,Laos,India,0.28,0.19,0.19,0.33,0.42,0,0.01,0.42,0.69,0,0,0,0.01,0.01,0.01,0.83,0.55,0.84,0
2015,Laos,India,0.27,0.18,0.18,0.3,0.4,0,0.02,0.37,0.67,0,0,0,0.04,0.01,0.01,0.8,0.55,0.75,0
2016,Laos,India,0.32,0.21,0.22,0.42,0.44,0,0.01,0.6,0.67,0,0,0,0.04,0.01,0,0.78,0.55,0.71,0.5
2017,Laos,India,0.27,0.18,0.19,0.29,0.4,0,0.04,0.34,0.68,0,0,0,0.12,0.01,0,0.81,0.55,0.68,0
2018,Laos,India,NA,NA,NA,NA,NA,0,NA,0.4,0.69,0,0,0,NA,NA,NA,0.82,0.55,0.8,0
1991,Laos,Russia,NA,NA,NA,NA,NA,0,NA,0.51,NA,0,0,0,NA,NA,NA,NA,NA,0.51,NA
1992,Laos,Russia,NA,NA,NA,NA,NA,0,NA,0.41,NA,0,0,0,NA,NA,NA,NA,NA,0.41,NA
1993,Laos,Russia,NA,NA,NA,NA,NA,0,NA,0.34,NA,0,0,0,NA,NA,NA,NA,NA,0.34,NA
1994,Laos,Russia,NA,NA,NA,NA,NA,0,NA,0.41,NA,0,0,0,NA,NA,NA,NA,NA,0.41,NA
1995,Laos,Russia,NA,NA,NA,NA,NA,0,NA,0.49,NA,0,0,0,NA,NA,NA,NA,NA,0.49,NA
1996,Laos,Russia,NA,NA,NA,NA,NA,0,0.12,0.56,NA,0,0,0,0.24,0.01,NA,NA,NA,0.56,NA
1997,Laos,Russia,NA,NA,NA,NA,NA,0.33,0.06,0.56,NA,1,0,0,0.12,0,NA,NA,NA,0.56,NA
1998,Laos,Russia,NA,NA,NA,NA,NA,0.33,0,0.63,NA,1,0,0,0,0.01,NA,NA,NA,0.63,NA
1999,Laos,Russia,NA,NA,NA,NA,NA,0.33,0,0.63,NA,1,0,0,0,0,NA,NA,NA,0.63,NA
2000,Laos,Russia,NA,NA,NA,NA,NA,0,0,0.73,NA,0,0,0,0,0,NA,NA,NA,0.73,NA
2001,Laos,Russia,NA,NA,NA,NA,NA,0,0,0.71,NA,0,0,0,0,0.01,NA,NA,NA,0.71,NA
2002,Laos,Russia,0.49,0.44,0.33,0.55,0.64,0.33,0,0.68,0.93,1,0,0,0,0.01,NA,0.93,NA,0.68,NA
2003,Laos,Russia,0.33,0.22,0.22,0.35,0.52,0,0,0.39,0.92,0,0,0,0,0,NA,0.92,NA,0.77,0
2004,Laos,Russia,0.41,0.38,0.28,0.4,0.58,0.33,0,0.38,0.93,1,0,0,0,0.01,NA,0.93,NA,0.75,0
2005,Laos,Russia,0.32,0.21,0.21,0.34,0.52,0,0,0.37,0.91,0,0,0,0,0,NA,0.91,NA,0.74,0
2006,Laos,Russia,0.34,0.23,0.23,0.36,0.54,0,0,0.41,0.95,0,0,0,0,0,NA,0.95,NA,0.82,0
2007,Laos,Russia,0.32,0.22,0.22,0.34,0.52,0,0,0.39,0.91,0,0,0,0,0,NA,0.91,NA,0.77,0
2008,Laos,Russia,0.31,0.21,0.21,0.33,0.5,0,0,0.36,0.87,0,0,0,0,0,NA,0.87,NA,0.72,0
